date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
2021-07-01,-0.0,-0.0,-0.0,-0.0,-0.0,0.0013719636346064357,0.09620995635701561,0.5833417032066417,6.7842632401988165,3.6404902227846136,333.36572164980083,186.46906276197393,232.60480328309268,106.00923204048866,22.785291986308604,5.844900729263996,8.089723424095611,4.277959399001662,1.4828346244905415,0.16830754052233088,-0.0,-0.0,-0.0,-0.0
2021-07-02,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.13645916537646427,0.2804497241522743,0.6919271222354253,1.1120652056841769,1.064611742048486,0.35180232635659425,0.5460435142696416,4.238679629629729,5.114238191628197,2.2188882513053247,1.841005318030777,1.187088641799922,0.8832352016203975,0.21687008547511344,-0.0,-0.0,-0.0,-0.0
2021-07-03,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.12322096200245303,0.7053331631301378,1.1690495795267077,1.9901995579177156,2.148821469473755,2.566498218440539,2.1566820893855536,1.8311554588927983,9.325278187617585,85.29162131536725,6.858741630078566,2.387318268225314,1.0917139490929486,0.09116069515517752,-0.0,-0.0,-0.0,-0.0
2021-07-04,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.04631242978302802,0.28229582863699854,0.20059479770272073,1.5778946262418951,1.3863931107986132,3.875703193736033,29.74285597728045,35.48051981582698,4.324987641065777,32.83702698777943,15.489244908718579,20.807576397016728,7.109411723717081,1.2724960800842051,-0.0,-0.0,-0.0,-0.0
2021-07-05,-0.0,-0.0,-0.0,-0.0,-0.0,0.00151040054887381,0.7124431101999972,4.5956823126396635,34.377072382016884,154.31944733771147,396.8547142752474,576.1671093664925,479.0538690769537,674.4037902495871,587.412845821836,406.12553516529005,152.04483805248887,33.0208300622604,9.531702082094428,1.7538436032160223,-0.0,-0.0,-0.0,-0.0
2021-07-06,-0.0,-0.0,-0.0,-0.0,-0.0,0.0015537626525085253,1.305265279187143,4.676202211543638,15.64984728366338,166.23303265695807,248.51214265925455,383.6050083022232,70.11173489451049,82.72367283493455,9.580145977730451,87.29284358160506,32.837418152570415,36.60485221397616,9.87808082222994,1.5513657832785857,-0.0,-0.0,-0.0,-0.0
2021-07-07,-0.0,-0.0,-0.0,-0.0,-0.0,0.0016014085438959174,1.0978739726466598,7.293942439058983,37.6218015412772,143.67303965475037,383.9985885758303,564.7528425481194,350.34940297581267,42.009816196334725,10.954305405390363,5.4484553804435265,28.463130875324648,10.551528980440814,4.775113334364436,1.0001036101970038,-0.0,-0.0,-0.0,-0.0
2021-07-08,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.009845259651931762,0.5093212373880566,0.40634243797271963,0.3109144805638836,1.392844243762884,3.47121008964482,2.7105277690953016,88.1203029901351,3.1585159503573883,3.3376610535910967,6.211239507408668,2.2732394154823865,1.0308375700508574,0.41155354205838207,-0.0,-0.0,-0.0,-0.0
2021-07-09,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.24807450097574243,0.7990219217367783,2.566065546613339,136.13906474070495,4.732448630283982,5.6625862404784915,85.91940263230397,227.54444616029934,181.92501164884945,7.724570275897127,15.128040295511564,3.756102134105993,3.453450500124215,1.256064946001424,-0.0,-0.0,-0.0,-0.0
2021-07-10,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.10244379114892142,2.599603231158852,14.05489351447387,126.13270024970714,183.3204721129352,292.99260073593337,359.44019857476735,348.45395737064655,285.92586606325267,392.9501337804271,177.69326144901842,38.462774237492454,10.102871852242737,1.6777684243679076,-0.0,-0.0,-0.0,-0.0
2021-07-11,-0.0,-0.0,-0.0,-0.0,-0.0,0.0018465076306989194,0.7813099534123826,3.959333022436036,35.9059842848763,166.18476805592235,370.13657031212534,549.6552242439852,564.5078132379876,15.561132120300632,7.163889058167299,8.441626068571054,7.352411843262784,4.502740941396164,0.9362688917378329,0.03927830510047431,-0.0,-0.0,-0.0,-0.0
2021-07-12,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.010177925953531203,0.24482795634622948,0.6069034129153799,1.154551526457322,0.40094965169947905,1.5907232442655523,1.7614534600922547,1.762785212962456,2.550243235205404,1.0809163392059933,3.842978510650258,0.740974907227275,0.4726457828508933,0.08111993878694354,-0.0,-0.0,-0.0,-0.0
2021-07-13,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.03327628068319344,0.2459404365417765,0.589147368484417,0.9720478526711155,1.3295661941449521,1.5925666029356045,1.737360189168474,1.7644105417671185,1.6441448077689338,7.105754825242027,1.0831150404815424,0.6725607998743673,0.2999216147111815,0.05259266495479062,-0.0,-0.0,-0.0,-0.0
2021-07-14,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.03358882621584284,0.23234049100175208,2.0636400521399674,33.04176554893329,249.3799519520907,139.8475752850121,179.35787487590784,187.96582384317452,65.59760192235395,7.172384416260672,7.781408561129519,3.2734389972968647,6.058162525775947,0.9633513992731745,-0.0,-0.0,-0.0,-0.0
2021-07-15,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.09420683861183562,0.12060266438055227,17.643142469490126,155.7139310911652,354.50285537292973,544.8123340071731,640.0689107532992,627.590293828905,383.41778774562283,246.61134118370765,7.929533823236117,27.426897042420283,8.579422177750319,1.0964699864802694,-0.0,-0.0,-0.0,-0.0
2021-07-16,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.7819115526491605,7.422931043855625,32.94510105357051,37.58649694450386,81.08926714965835,261.6124786097583,220.6878810346995,551.6070390156201,546.0504378010232,369.4794893539881,163.34272311095947,33.74101446838359,9.373041875180881,1.445533634643873,-0.0,-0.0,-0.0,-0.0
2021-07-17,-0.0,0.0,0.0,0.0,0.0,0.0,0.008904989758596216,0.14247983613752524,1.058001833218725,45.043198315958705,111.0390021133303,11.365235603943233,12.21556250524327,171.37725874660242,47.84105324549648,5.388943602311656,3.742321946049742,1.0775037607900515,0.4239665624067328,0.007213041704462242,0.0,0.0,0.0,0.0
